borrower_id,age,occupation,monthly_income,existing_loan_history,loan_history_code,debt_to_income_ratio,loan_size,telecom_usage_score,mobile_wallet_activity,digital_purchase_frequency,psychometric_score,gender,province,repayment_score
PK-00221,36,Self-Employed,60359,No Previous Loan,0,0.01,521294,0.63,0.43,0,34.7,Male,Balochistan,65.81
PK-00222,40,Daily Wage Worker,41134,Previous Default,3,0.468,306759,0.603,0.171,0,47.9,Female,Punjab,21.16
PK-00223,39,Business Owner,72546,No Previous Loan,0,0.262,1047481,0.557,0.659,1,75.8,Female,Khyber Pakhtunkhwa,37.24
PK-00224,27,Salaried,55113,No Previous Loan,0,0.12,426776,0.557,0.586,4,47.1,Female,Punjab,66.66
PK-00225,39,Self-Employed,74985,Delayed Repayment History,2,0.289,981091,0.743,0.714,9,55.8,Female,Punjab,16.53
PK-00226,40,Business Owner,80437,Good Repayment History,1,0.214,496619,0.608,0.732,8,81.3,Female,Punjab,73.79
PK-00227,61,Other,70105,Previous Default,3,0.395,446639,0.604,0.266,0,47.7,Female,Sindh,21.81
PK-00228,55,Freelancer,97715,No Previous Loan,0,0.047,745146,0.582,0.611,4,97.0,Male,Khyber Pakhtunkhwa,85.93
PK-00229,30,Salaried,27570,Delayed Repayment History,2,0.351,316450,0.576,0.898,25,68.9,Female,Punjab,26.21
PK-00230,35,Freelancer,35078,Delayed Repayment History,2,0.399,248474,0.794,0.424,1,57.1,Male,Punjab,55.8
PK-00231,24,Self-Employed,27490,No Previous Loan,0,0.078,455232,0.384,0.53,3,51.2,Male,Punjab,48.92
PK-00232,32,Daily Wage Worker,39441,No Previous Loan,0,0.028,308174,0.559,0.886,45,77.1,Female,Sindh,73.85
PK-00233,41,Self-Employed,62985,Good Repayment History,1,0.263,250341,0.617,0.172,1,47.3,Female,Sindh,61.85
PK-00234,49,Salaried,70175,No Previous Loan,0,0.01,632874,0.297,0.138,0,51.7,Male,Khyber Pakhtunkhwa,54.91
PK-00235,31,Self-Employed,90661,Delayed Repayment History,2,0.171,418383,0.58,0.792,43,84.2,Female,Punjab,80.32
PK-00236,32,Self-Employed,67076,Good Repayment History,1,0.175,663449,0.524,0.551,2,52.4,Male,Punjab,52.49
PK-00237,18,Self-Employed,47820,Good Repayment History,1,0.271,475715,0.655,0.629,2,49.8,Female,Punjab,40.5
PK-00238,36,Business Owner,87096,Delayed Repayment History,2,0.31,657775,0.442,0.509,1,48.9,Female,Balochistan,35.18
PK-00239,28,Daily Wage Worker,35427,No Previous Loan,0,0.069,601240,0.408,0.327,1,26.0,Male,Sindh,30.47
PK-00240,33,Daily Wage Worker,26106,No Previous Loan,0,0.197,430364,0.81,0.638,2,70.6,Female,Punjab,42.85
PK-00241,29,Self-Employed,92936,No Previous Loan,0,0.01,845265,0.787,0.47,3,58.7,Female,Khyber Pakhtunkhwa,73.32
PK-00242,37,Salaried,76246,No Previous Loan,0,0.148,443786,0.727,0.43,5,75.3,Female,Sindh,76.27
PK-00243,21,Business Owner,127264,Delayed Repayment History,2,0.242,852844,0.8,0.534,8,57.9,Female,Punjab,43.61
PK-00244,24,Self-Employed,41280,No Previous Loan,0,0.01,575104,0.742,0.708,11,49.9,Female,Punjab,68.15
PK-00245,58,Salaried,36491,No Previous Loan,0,0.184,480109,0.464,0.178,1,45.8,Male,Khyber Pakhtunkhwa,33.36
PK-00246,26,Daily Wage Worker,29818,No Previous Loan,0,0.265,469507,0.593,0.469,0,65.9,Female,Sindh,39.43
PK-00247,27,Other,58799,No Previous Loan,0,0.065,676741,0.616,0.413,3,45.3,Male,Punjab,35.1
PK-00248,55,Salaried,87881,Good Repayment History,1,0.251,569874,0.68,0.469,1,65.2,Male,Punjab,80.4
PK-00249,65,Daily Wage Worker,45181,Good Repayment History,1,0.015,274849,0.457,0.1,0,57.4,Male,Punjab,72.65
PK-00250,27,Business Owner,86169,Good Repayment History,1,0.039,921227,0.62,0.398,0,43.0,Male,Sindh,72.76
PK-00251,34,Self-Employed,92806,Good Repayment History,1,0.071,527690,0.764,0.516,2,52.5,Female,Punjab,81.19
PK-00252,41,Business Owner,75581,No Previous Loan,0,0.072,651375,0.537,0.526,6,58.8,Female,Punjab,64.02
PK-00253,54,Salaried,94596,Good Repayment History,1,0.201,663418,0.743,0.549,5,54.7,Female,Punjab,71.51
PK-00254,28,Salaried,123923,No Previous Loan,0,0.01,369137,0.442,0.775,45,89.8,Male,Balochistan,65.16
PK-00255,35,Other,37435,Good Repayment History,1,0.113,389209,0.672,0.584,2,59.8,Male,Punjab,64.61
PK-00256,45,Business Owner,81516,No Previous Loan,0,0.156,606277,0.345,0.163,0,55.9,Male,Punjab,43.55
PK-00257,42,Self-Employed,43719,No Previous Loan,0,0.035,1148362,0.579,0.685,5,51.1,Male,Punjab,33.81
PK-00258,34,Self-Employed,49252,Good Repayment History,1,0.311,565085,0.329,0.608,4,53.6,Male,Sindh,52.76
PK-00259,36,Other,62436,Good Repayment History,1,0.11,386357,0.345,0.279,0,48.6,Male,Khyber Pakhtunkhwa,58.35
PK-00260,25,Self-Employed,35684,Previous Default,3,0.531,491109,0.596,0.179,0,43.2,Female,Balochistan,5.6
PK-00261,35,Daily Wage Worker,33662,Good Repayment History,1,0.271,549470,0.424,0.566,0,65.0,Male,Punjab,25.99
PK-00262,35,Daily Wage Worker,63729,Previous Default,3,0.411,379112,0.565,0.673,8,81.9,Female,Punjab,61.51
PK-00263,40,Self-Employed,76353,Good Repayment History,1,0.184,546058,0.827,0.742,1,51.7,Female,Punjab,83.78
PK-00264,32,Freelancer,145949,Delayed Repayment History,2,0.289,676017,0.906,0.372,7,67.7,Female,Khyber Pakhtunkhwa,64.01
PK-00265,42,Freelancer,32602,No Previous Loan,0,0.22,453847,0.615,0.506,0,45.3,Male,Sindh,33.9
PK-00266,47,Daily Wage Worker,46338,No Previous Loan,0,0.01,461277,0.722,0.408,5,58.5,Male,Punjab,51.95
PK-00267,39,Self-Employed,135863,No Previous Loan,0,0.038,512289,0.402,0.59,0,40.5,Female,Punjab,65.95
PK-00268,41,Salaried,52878,Delayed Repayment History,2,0.33,271347,0.732,0.538,2,44.2,Male,Punjab,64.22
PK-00269,38,Salaried,55705,No Previous Loan,0,0.21,358305,0.2,0.285,1,43.8,Male,Sindh,40.85
PK-00270,38,Business Owner,107688,No Previous Loan,0,0.021,581565,0.672,0.505,11,57.7,Female,Punjab,60.47
PK-00271,31,Daily Wage Worker,31498,No Previous Loan,0,0.01,399561,0.824,0.534,4,37.4,Female,Punjab,67.23
PK-00272,41,Daily Wage Worker,57918,Delayed Repayment History,2,0.083,580440,0.522,0.212,0,23.0,Female,Punjab,18.49
PK-00273,37,Business Owner,46868,Delayed Repayment History,2,0.325,350174,0.478,0.39,0,35.7,Male,Punjab,32.3
PK-00274,57,Salaried,27692,Good Repayment History,1,0.082,319635,0.559,0.515,0,52.3,Male,Punjab,48.15
PK-00275,53,Salaried,73378,Delayed Repayment History,2,0.276,559636,0.801,0.589,0,46.3,Female,Sindh,64.29
PK-00276,41,Daily Wage Worker,32078,Good Repayment History,1,0.084,321130,0.367,0.569,3,46.6,Male,Sindh,63.64
PK-00277,30,Business Owner,69039,Delayed Repayment History,2,0.268,428663,0.362,0.924,23,62.4,Male,Sindh,37.69
PK-00278,27,Daily Wage Worker,56581,Delayed Repayment History,2,0.486,361153,0.527,0.216,1,44.9,Male,Punjab,45.03
PK-00279,49,Salaried,82745,No Previous Loan,0,0.195,497314,0.383,0.363,0,57.8,Female,Khyber Pakhtunkhwa,52.08
PK-00280,40,Self-Employed,46075,Delayed Repayment History,2,0.318,311462,0.887,0.289,2,90.0,Male,Khyber Pakhtunkhwa,65.28
PK-00281,42,Daily Wage Worker,54166,No Previous Loan,0,0.077,569871,0.515,0.543,0,51.6,Female,Sindh,49.85
PK-00282,21,Salaried,51964,No Previous Loan,0,0.024,697003,0.499,0.95,36,54.1,Male,Sindh,56.48
PK-00283,46,Salaried,77284,No Previous Loan,0,0.134,475270,0.514,0.751,5,64.6,Male,Khyber Pakhtunkhwa,71.68
PK-00284,42,Business Owner,88228,Good Repayment History,1,0.126,1107849,0.455,0.285,2,46.6,Female,Sindh,58.39
PK-00285,27,Business Owner,48563,No Previous Loan,0,0.228,388377,0.599,0.278,0,47.9,Female,Punjab,21.45
PK-00286,33,Other,41807,Delayed Repayment History,2,0.333,390372,0.831,0.398,0,55.1,Female,Punjab,38.61
PK-00287,40,Daily Wage Worker,19437,Good Repayment History,1,0.216,222741,0.748,0.308,1,56.8,Female,Punjab,49.16
PK-00288,38,Daily Wage Worker,47719,Delayed Repayment History,2,0.167,374870,0.2,0.596,1,42.6,Male,Khyber Pakhtunkhwa,49.74
PK-00289,35,Salaried,74822,No Previous Loan,0,0.034,941521,0.764,0.793,19,67.3,Male,Sindh,78.85
PK-00290,37,Business Owner,68553,No Previous Loan,0,0.258,570189,0.908,0.767,18,82.3,Male,Balochistan,65.09
PK-00291,35,Daily Wage Worker,42416,Good Repayment History,1,0.054,447856,0.547,0.834,2,26.9,Male,Punjab,60.46
PK-00292,39,Self-Employed,50180,Delayed Repayment History,2,0.293,353018,0.406,0.386,1,63.3,Female,Punjab,41.3
PK-00293,52,Other,85038,No Previous Loan,0,0.059,379923,0.355,0.381,5,57.7,Female,Sindh,53.54
PK-00294,18,Business Owner,47224,No Previous Loan,0,0.131,704564,0.63,0.587,3,52.4,Male,Khyber Pakhtunkhwa,58.15
PK-00295,35,Salaried,58477,Delayed Repayment History,2,0.343,491142,0.654,0.725,13,62.8,Male,Khyber Pakhtunkhwa,52.55
PK-00296,39,Business Owner,56150,Good Repayment History,1,0.131,417498,0.874,0.542,2,79.0,Female,Punjab,88.09
PK-00297,40,Freelancer,72863,No Previous Loan,0,0.164,398334,0.737,0.669,6,62.5,Male,Balochistan,84.03
PK-00298,34,Salaried,93039,Good Repayment History,1,0.099,675355,0.621,0.46,5,74.3,Male,Balochistan,64.77
PK-00299,21,Self-Employed,29777,Good Repayment History,1,0.25,519148,0.55,0.696,1,54.7,Male,Balochistan,39.41
PK-00300,41,Freelancer,76683,No Previous Loan,0,0.01,379464,0.548,0.789,6,64.4,Male,Sindh,73.19
PK-00301,54,Salaried,115566,No Previous Loan,0,0.01,641309,0.539,0.654,1,51.8,Male,Khyber Pakhtunkhwa,60.36
PK-00302,23,Self-Employed,65691,Delayed Repayment History,2,0.164,554751,0.671,0.726,4,58.8,Male,Punjab,55.38
PK-00303,46,Freelancer,57256,Delayed Repayment History,2,0.332,446535,0.899,0.42,3,53.5,Male,Punjab,58.3
PK-00304,35,Daily Wage Worker,43578,Good Repayment History,1,0.217,390797,0.719,0.216,0,58.3,Male,Punjab,70.35
PK-00305,37,Business Owner,72451,Delayed Repayment History,2,0.259,350326,0.531,0.3,0,32.9,Male,Punjab,44.63
PK-00306,28,Other,102322,No Previous Loan,0,0.095,591622,0.515,0.657,12,42.5,Male,Balochistan,60.11
PK-00307,35,Daily Wage Worker,59058,Good Repayment History,1,0.069,600573,0.554,0.704,9,76.2,Male,Sindh,72.65
PK-00308,50,Self-Employed,96648,Good Repayment History,1,0.264,369947,0.747,0.453,1,81.2,Male,Punjab,81.82
PK-00309,43,Salaried,141431,Good Repayment History,1,0.227,637667,0.594,0.795,15,34.1,Female,Khyber Pakhtunkhwa,66.1
PK-00310,54,Daily Wage Worker,70866,Delayed Repayment History,2,0.212,527408,0.605,0.787,0,49.6,Female,Sindh,43.63
PK-00311,49,Self-Employed,67871,Delayed Repayment History,2,0.191,378432,0.443,0.61,0,46.7,Male,Punjab,64.01
PK-00312,42,Daily Wage Worker,45601,No Previous Loan,0,0.063,377763,0.815,0.631,1,60.8,Male,Sindh,60.91
PK-00313,54,Business Owner,198365,Good Repayment History,1,0.166,586047,0.551,0.95,4,60.8,Male,Punjab,76.36
PK-00314,42,Self-Employed,54832,No Previous Loan,0,0.11,513452,0.844,0.735,6,68.1,Male,Sindh,72.89
PK-00315,46,Business Owner,83868,Delayed Repayment History,2,0.193,419049,0.54,0.413,0,38.1,Female,Khyber Pakhtunkhwa,46.1
PK-00316,35,Business Owner,61007,No Previous Loan,0,0.056,350297,0.635,0.314,2,63.3,Female,Punjab,77.45
PK-00317,38,Daily Wage Worker,23755,Good Repayment History,1,0.229,380290,0.715,0.369,1,49.3,Male,Punjab,54.94
PK-00318,31,Salaried,46808,No Previous Loan,0,0.07,646339,0.417,0.52,3,45.5,Male,Sindh,57.57
PK-00319,47,Daily Wage Worker,33546,No Previous Loan,0,0.125,363369,0.781,0.473,1,62.6,Male,Khyber Pakhtunkhwa,62.7
PK-00320,27,Salaried,49499,Delayed Repayment History,2,0.404,234053,0.204,0.674,2,53.3,Male,Punjab,50.52
PK-00321,45,Daily Wage Worker,56068,Delayed Repayment History,2,0.253,308058,0.423,0.316,1,56.0,Male,Khyber Pakhtunkhwa,38.56
PK-00322,36,Daily Wage Worker,44191,No Previous Loan,0,0.19,358303,0.731,0.3,0,77.4,Female,Sindh,64.17
PK-00323,49,Self-Employed,100672,Good Repayment History,1,0.149,624265,0.611,0.642,5,60.8,Male,Punjab,71.75
PK-00324,45,Salaried,70463,No Previous Loan,0,0.076,435216,0.626,0.502,2,88.6,Female,Punjab,74.95
PK-00325,55,Daily Wage Worker,47000,Good Repayment History,1,0.066,481131,0.705,0.651,2,20.8,Female,Punjab,64.7
PK-00326,45,Daily Wage Worker,40934,Good Repayment History,1,0.263,303212,0.681,0.354,2,56.3,Male,Punjab,71.45
PK-00327,23,Self-Employed,123709,Previous Default,3,0.556,689196,0.841,0.31,7,43.2,Female,Punjab,30.7
PK-00328,37,Business Owner,75600,No Previous Loan,0,0.01,400524,0.416,0.69,8,44.3,Female,Sindh,66.48
PK-00329,27,Daily Wage Worker,57375,Good Repayment History,1,0.096,440991,0.633,0.273,0,47.5,Male,Sindh,65.1
PK-00330,33,Salaried,42694,Good Repayment History,1,0.333,341394,0.671,0.179,1,70.9,Female,Sindh,59.4
PK-00331,52,Business Owner,80797,Good Repayment History,1,0.222,579809,0.606,0.748,6,52.6,Female,Punjab,65.27
PK-00332,44,Self-Employed,142976,No Previous Loan,0,0.01,487725,0.267,0.367,4,43.3,Male,Punjab,70.96
PK-00333,31,Salaried,80710,Good Repayment History,1,0.316,506422,0.805,0.68,22,69.1,Male,Khyber Pakhtunkhwa,83.16
PK-00334,28,Daily Wage Worker,25844,No Previous Loan,0,0.083,321478,0.426,0.555,4,36.5,Male,Balochistan,62.76
PK-00335,38,Self-Employed,49017,Good Repayment History,1,0.192,494714,0.529,0.455,1,83.0,Female,Khyber Pakhtunkhwa,62.18
PK-00336,26,Daily Wage Worker,72153,No Previous Loan,0,0.121,421918,0.726,0.241,0,38.5,Female,Punjab,49.24
PK-00337,31,Business Owner,87342,No Previous Loan,0,0.15,805628,0.921,0.431,0,54.7,Male,Khyber Pakhtunkhwa,47.74
PK-00338,41,Business Owner,80586,No Previous Loan,0,0.125,580908,0.642,0.432,0,88.7,Male,Khyber Pakhtunkhwa,41.79
PK-00339,49,Self-Employed,53982,Good Repayment History,1,0.371,393777,0.434,0.379,3,52.4,Male,Punjab,61.55
PK-00340,43,Self-Employed,63589,Good Repayment History,1,0.301,435183,0.563,0.315,0,64.6,Female,Punjab,71.3
PK-00341,18,Daily Wage Worker,61500,No Previous Loan,0,0.24,408500,0.546,0.594,4,56.2,Male,Punjab,51.81
PK-00342,41,Freelancer,38452,No Previous Loan,0,0.059,535701,0.519,0.149,1,56.2,Male,Sindh,41.32
PK-00343,38,Daily Wage Worker,36280,No Previous Loan,0,0.149,404624,0.598,0.607,2,43.3,Male,Punjab,37.92
PK-00344,42,Self-Employed,87392,No Previous Loan,0,0.233,501040,0.606,0.667,4,66.2,Female,Punjab,68.35
PK-00345,53,Self-Employed,48696,No Previous Loan,0,0.074,613066,0.702,0.417,1,77.7,Male,Punjab,61.13
PK-00346,18,Salaried,40060,Delayed Repayment History,2,0.292,724213,0.838,0.56,5,26.3,Male,Punjab,25.19
PK-00347,32,Daily Wage Worker,43481,Delayed Repayment History,2,0.408,300262,0.398,0.488,1,42.4,Male,Sindh,37.02
PK-00348,43,Self-Employed,71799,No Previous Loan,0,0.133,578720,0.456,0.657,2,49.9,Male,Punjab,63.87
PK-00349,23,Business Owner,59359,No Previous Loan,0,0.099,433876,0.408,0.533,3,44.0,Male,Punjab,60.2
PK-00350,52,Self-Employed,82779,Delayed Repayment History,2,0.319,585893,0.617,0.151,0,69.0,Male,Sindh,41.1
PK-00351,41,Self-Employed,76406,No Previous Loan,0,0.01,850594,0.526,0.482,0,49.3,Female,Balochistan,51.21
PK-00352,46,Freelancer,23445,Delayed Repayment History,2,0.304,230183,0.478,0.471,0,55.7,Male,Punjab,43.98
PK-00353,32,Business Owner,111914,No Previous Loan,0,0.01,755158,0.529,0.385,2,83.2,Male,Punjab,70.93
PK-00354,45,Other,45600,Good Repayment History,1,0.337,249841,0.474,0.229,0,29.0,Male,Punjab,56.58
PK-00355,48,Salaried,88311,No Previous Loan,0,0.065,494270,0.895,0.444,1,64.1,Male,Punjab,72.56
PK-00356,40,Business Owner,182533,Good Repayment History,1,0.158,711353,0.795,0.258,4,59.9,Male,Khyber Pakhtunkhwa,83.98
PK-00357,40,Salaried,64895,Good Repayment History,1,0.275,557997,0.828,0.726,6,56.3,Male,Balochistan,74.79
PK-00358,40,Daily Wage Worker,35963,No Previous Loan,0,0.26,276626,0.745,0.719,2,42.0,Male,Punjab,48.25
PK-00359,30,Business Owner,135870,No Previous Loan,0,0.096,493107,0.826,0.947,45,54.9,Male,Punjab,80.97
PK-00360,36,Self-Employed,51992,No Previous Loan,0,0.031,424610,0.452,0.657,4,57.2,Female,Punjab,70.42
PK-00361,36,Daily Wage Worker,85760,No Previous Loan,0,0.033,575792,0.795,0.661,4,56.3,Male,Sindh,88.27
PK-00362,41,Self-Employed,60249,Good Repayment History,1,0.207,326500,0.626,0.678,9,68.7,Male,Punjab,84.37
PK-00363,47,Self-Employed,57092,Good Repayment History,1,0.212,946041,0.633,0.35,0,40.7,Female,Punjab,41.18
PK-00364,28,Self-Employed,150461,Good Repayment History,1,0.078,570549,0.746,0.449,0,39.5,Male,Punjab,76.66
PK-00365,37,Salaried,74629,No Previous Loan,0,0.01,446357,0.463,0.391,1,27.5,Female,Sindh,69.9
PK-00366,52,Daily Wage Worker,78694,Delayed Repayment History,2,0.15,345170,0.736,0.626,7,61.0,Male,Khyber Pakhtunkhwa,60.68
PK-00367,31,Freelancer,33147,Good Repayment History,1,0.095,486187,0.41,0.785,7,67.4,Female,Punjab,57.53
PK-00368,30,Daily Wage Worker,41343,No Previous Loan,0,0.096,367229,0.549,0.459,0,38.3,Female,Khyber Pakhtunkhwa,55.48
PK-00369,40,Daily Wage Worker,16257,No Previous Loan,0,0.096,379516,0.421,0.209,0,33.6,Male,Khyber Pakhtunkhwa,25.9
PK-00370,46,Daily Wage Worker,64418,No Previous Loan,0,0.01,562545,0.715,0.343,1,87.4,Female,Punjab,73.21
PK-00371,38,Self-Employed,80283,No Previous Loan,0,0.063,988296,0.764,0.286,1,78.7,Male,Khyber Pakhtunkhwa,48.68
PK-00372,50,Salaried,63893,No Previous Loan,0,0.247,341784,0.711,0.375,1,78.7,Male,Sindh,70.37
PK-00373,46,Self-Employed,87339,No Previous Loan,0,0.114,570381,0.81,0.342,2,64.6,Male,Sindh,56.48
PK-00374,46,Daily Wage Worker,45901,Good Repayment History,1,0.373,350015,0.43,0.523,3,67.8,Male,Sindh,48.84
PK-00375,43,Other,39994,No Previous Loan,0,0.118,244303,0.798,0.389,0,51.9,Male,Punjab,63.33
PK-00376,60,Daily Wage Worker,48524,Good Repayment History,1,0.188,480875,0.46,0.232,0,35.0,Female,Punjab,48.52
PK-00377,36,Salaried,61277,No Previous Loan,0,0.125,463653,0.742,0.473,4,36.6,Female,Punjab,65.48
PK-00378,19,Salaried,72783,No Previous Loan,0,0.254,603548,0.767,0.819,8,58.6,Female,Sindh,63.49
PK-00379,53,Daily Wage Worker,40424,Good Repayment History,1,0.338,386172,0.665,0.716,1,70.8,Male,Khyber Pakhtunkhwa,50.97
PK-00380,33,Salaried,54734,No Previous Loan,0,0.173,464943,0.833,0.48,0,54.9,Male,Punjab,61.76
PK-00381,39,Business Owner,73008,Previous Default,3,0.439,684496,0.894,0.573,2,68.0,Male,Punjab,51.83
PK-00382,50,Self-Employed,51925,No Previous Loan,0,0.03,425430,0.628,0.485,4,55.9,Male,Punjab,62.49
PK-00383,23,Self-Employed,52359,No Previous Loan,0,0.01,664566,0.621,0.906,40,62.1,Male,Balochistan,62.13
PK-00384,26,Freelancer,115808,No Previous Loan,0,0.034,694995,0.725,0.35,7,72.2,Female,Punjab,78.7
PK-00385,23,Other,37837,Good Repayment History,1,0.337,590972,0.443,0.483,5,76.8,Female,Khyber Pakhtunkhwa,33.98
PK-00386,30,Daily Wage Worker,28405,Delayed Repayment History,2,0.494,284734,0.717,0.645,9,59.6,Male,Punjab,67.45
PK-00387,42,Business Owner,116955,Good Repayment History,1,0.01,1200000,0.331,0.448,0,90.3,Male,Punjab,68.39
PK-00388,43,Self-Employed,67684,Good Repayment History,1,0.295,427270,0.617,0.825,18,54.7,Male,Punjab,59.07
PK-00389,40,Daily Wage Worker,58815,Delayed Repayment History,2,0.476,429084,0.588,0.464,3,78.3,Male,Punjab,51.5
PK-00390,24,Business Owner,73675,No Previous Loan,0,0.202,459471,0.796,0.814,5,67.6,Female,Punjab,85.6
PK-00391,18,Business Owner,60556,Good Repayment History,1,0.139,673203,0.816,0.409,3,29.5,Male,Khyber Pakhtunkhwa,63.44
PK-00392,38,Freelancer,32280,Delayed Repayment History,2,0.406,301803,0.644,0.395,1,77.5,Male,Sindh,47.33
PK-00393,33,Self-Employed,46233,No Previous Loan,0,0.01,1073445,0.577,0.244,1,42.7,Male,Punjab,41.78
PK-00394,42,Salaried,49225,Good Repayment History,1,0.063,517356,0.725,0.349,1,53.3,Female,Sindh,74.09
PK-00395,44,Daily Wage Worker,49947,No Previous Loan,0,0.334,384476,0.473,0.389,0,70.7,Female,Punjab,39.25
PK-00396,39,Business Owner,84952,Good Repayment History,1,0.122,459441,0.569,0.3,1,47.6,Female,Sindh,61.76
PK-00397,45,Salaried,46781,No Previous Loan,0,0.01,284425,0.595,0.536,2,55.8,Male,Khyber Pakhtunkhwa,73.91
PK-00398,40,Self-Employed,26827,Good Repayment History,1,0.172,434887,0.735,0.465,0,65.1,Male,Balochistan,51.7
PK-00399,43,Other,65251,Good Repayment History,1,0.344,325958,0.457,0.398,0,45.4,Male,Sindh,53.45
PK-00400,31,Business Owner,114956,Good Repayment History,1,0.259,735849,0.733,0.536,2,56.5,Female,Punjab,57.82
PK-00401,36,Business Owner,122045,Delayed Repayment History,2,0.223,295617,0.624,0.352,0,54.9,Male,Punjab,66.05
PK-00402,40,Salaried,47476,Delayed Repayment History,2,0.316,310611,0.512,0.64,2,71.9,Female,Punjab,48.11
PK-00403,45,Other,79496,Good Repayment History,1,0.211,514076,0.742,0.709,23,83.2,Male,Punjab,62.25
PK-00404,34,Daily Wage Worker,53490,Good Repayment History,1,0.247,623595,0.302,0.714,10,40.4,Male,Punjab,39.96
PK-00405,43,Business Owner,108162,Good Repayment History,1,0.202,596534,0.481,0.35,3,61.2,Male,Punjab,72.18
PK-00406,35,Self-Employed,56048,No Previous Loan,0,0.019,563962,0.579,0.358,1,49.5,Male,Balochistan,66.97
PK-00407,37,Freelancer,34859,Delayed Repayment History,2,0.311,276510,0.758,0.317,1,56.4,Female,Khyber Pakhtunkhwa,27.99
PK-00408,46,Daily Wage Worker,85697,No Previous Loan,0,0.01,553715,0.953,0.461,7,86.5,Female,Punjab,84.19
PK-00409,19,Daily Wage Worker,68329,No Previous Loan,0,0.181,419418,0.552,0.533,8,64.2,Female,Balochistan,63.98
PK-00410,25,Other,49353,No Previous Loan,0,0.102,735424,0.554,0.31,1,48.4,Male,Khyber Pakhtunkhwa,38.25
PK-00411,24,Business Owner,85038,No Previous Loan,0,0.115,337747,0.467,0.661,5,37.9,Female,Punjab,62.0
PK-00412,18,Self-Employed,27471,Good Repayment History,1,0.145,497246,0.763,0.771,5,70.5,Male,Khyber Pakhtunkhwa,69.38
PK-00413,31,Business Owner,128799,No Previous Loan,0,0.131,548091,0.555,0.743,20,53.5,Female,Balochistan,71.92
PK-00414,45,Daily Wage Worker,58733,No Previous Loan,0,0.163,430787,0.626,0.689,5,45.7,Female,Sindh,70.67
PK-00415,35,Self-Employed,78141,No Previous Loan,0,0.01,563392,0.612,0.382,3,63.5,Male,Khyber Pakhtunkhwa,52.2
PK-00416,40,Self-Employed,57274,No Previous Loan,0,0.176,429320,0.44,0.722,2,66.6,Male,Punjab,41.16
PK-00417,48,Freelancer,76421,Good Repayment History,1,0.065,405140,0.667,0.466,2,53.0,Male,Sindh,77.61
PK-00418,50,Self-Employed,117671,No Previous Loan,0,0.014,434899,0.718,0.423,1,45.6,Male,Sindh,50.58
PK-00419,37,Daily Wage Worker,50554,Delayed Repayment History,2,0.403,759067,0.865,0.854,9,78.4,Female,Sindh,32.61
PK-00420,50,Salaried,166066,Delayed Repayment History,2,0.224,612169,0.623,0.433,16,72.1,Female,Punjab,45.24
